time,location,activity,name,file_num
21:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,15
21:20 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,15
21:30 PM,Dining Room,Washing up after handling items,Colonel Mustard,15
21:40 PM,Study,Inspecting wine bottles,Colonel Mustard,15
21:50 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,15
22:00 PM,Living Room,Chatting with guests,Colonel Mustard,15
22:10 PM,Living Room,Tampering with drinks,Colonel Mustard,15
19:00 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,9
19:10 PM,Kitchen,Inflating balloons,Mr. Green,9
19:20 PM,Pantry,Ripping wippets,Mr. Green,9
19:30 PM,Pantry,Serving drinks and chatting with guests,Mr. Green,9
19:40 PM,Kitchen,Ripping wippets,Mr. Green,9
19:50 PM,Dining Room,Inflating balloons,Mr. Green,9
20:00 PM,Living Room,Looking in drawers,Mr. Green,9
20:10 PM,Study,Taking her dog for a walk,Mr. Green,9
20:20 PM,Study,Reading warning labels,Mr. Green,9
20:30 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,9
20:40 PM,Living Room,Ripping wippets,Mr. Green,9
20:50 PM,Study,Reading warning labels,Mr. Green,9
21:00 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,9
21:10 PM,Kitchen,Reading warning labels,Mr. Green,9
21:20 PM,Pantry,Inflating balloons,Mr. Green,9
21:30 PM,Kitchen,Ripping wippets,Mr. Green,9
21:40 PM,Pantry,Taking her dog for a walk,Mr. Green,9
21:50 PM,Kitchen,Reading a novel quietly,Mr. Green,9
22:00 PM,Pantry,Ripping wippets,Mr. Green,9
22:10 PM,Kitchen,Whittling a stick,Mr. Green,9
19:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,7
19:10 PM,Living Room,Returning to mingle with guests,Colonel Mustard,7
19:20 PM,Bathroom,Swapping drinks unnoticed,Colonel Mustard,7
19:30 PM,Living Room,Inspecting wine bottles,Colonel Mustard,7
19:40 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,7
19:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,7
20:00 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,7
20:10 PM,Study,Retrieving items from storage,Colonel Mustard,7
20:20 PM,Study,Reading warning labels,Colonel Mustard,7
20:30 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,7
20:40 PM,Dining Room,Chatting with guests,Colonel Mustard,7
20:50 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,7
21:00 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,7
21:10 PM,Dining Room,Returning to mingle with guests,Colonel Mustard,7
21:20 PM,Study,Tampering with drinks,Colonel Mustard,7
21:30 PM,Living Room,Whittling a stick,Colonel Mustard,7
21:40 PM,Living Room,Inspecting wine bottles,Colonel Mustard,7
21:50 PM,Bathroom,Tampering with drinks,Colonel Mustard,7
22:00 PM,Living Room,Tampering with drinks,Colonel Mustard,7
22:10 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,7
19:00 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,6
19:10 PM,Study,Chatting with guests,Colonel Mustard,6
19:20 PM,Living Room,Tampering with drinks,Colonel Mustard,6
19:30 PM,Study,Rinsing a glass carefully,Colonel Mustard,6
19:40 PM,Dining Room,Bragging about their Birkin,Colonel Mustard,6
19:50 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,6
20:00 PM,Bathroom,Serving drinks and chatting with guests,Colonel Mustard,6
20:10 PM,Living Room,Reading a novel quietly,Colonel Mustard,6
20:20 PM,Study,Tampering with drinks,Colonel Mustard,6
20:30 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,6
20:40 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,6
20:50 PM,Kitchen,Bragging about their Birkin,Colonel Mustard,6
21:00 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,6
21:10 PM,Living Room,Polishing household items,Colonel Mustard,6
21:20 PM,Bathroom,Tampering with drinks,Colonel Mustard,6
21:30 PM,Living Room,Tampering with drinks,Colonel Mustard,6
21:40 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,6
21:50 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,6
22:00 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,6
22:10 PM,Dining Room,Tampering with drinks,Colonel Mustard,6
19:00 PM,Kitchen,Rinsing a glass carefully,Mr. Green,8
19:10 PM,Pantry,Ripping wippets,Mr. Green,8
19:20 PM,Kitchen,Ripping wippets,Mr. Green,8
19:30 PM,Kitchen,Raising a painting,Mr. Green,8
19:40 PM,Kitchen,Ripping wippets,Mr. Green,8
19:50 PM,Pantry,Inflating balloons,Mr. Green,8
20:00 PM,Pantry,Swapping drinks unnoticed,Mr. Green,8
20:10 PM,Kitchen,Polishing household items,Mr. Green,8
20:20 PM,Kitchen,Reading warning labels,Mr. Green,8
20:30 PM,Kitchen,Looking in drawers,Mr. Green,8
20:40 PM,Kitchen,Tampering with drinks,Mr. Green,8
20:50 PM,Kitchen,Looking in drawers,Mr. Green,8
21:00 PM,Pantry,Inflating balloons,Mr. Green,8
21:10 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,8
21:20 PM,Pantry,Ripping wippets,Mr. Green,8
21:30 PM,Kitchen,Polishing household items,Mr. Green,8
21:40 PM,Pantry,Complaining about TSA going through their purse,Mr. Green,8
21:50 PM,Pantry,Reading warning labels,Mr. Green,8
22:00 PM,Kitchen,Returning to mingle with guests,Mr. Green,8
22:10 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,8
19:00 PM,Living Room,Tampering with drinks,Colonel Mustard,14
19:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,14
19:20 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,14
19:30 PM,Pantry,Tampering with drinks,Colonel Mustard,14
19:40 PM,Kitchen,Rinsing a glass carefully,Colonel Mustard,14
19:50 PM,Pantry,Serving drinks and chatting with guests,Colonel Mustard,14
20:00 PM,Kitchen,Opening a safe,Colonel Mustard,14
20:10 PM,Dining Room,Tampering with drinks,Colonel Mustard,14
20:20 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,14
20:30 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,14
20:40 PM,Bathroom,Peeling an orange,Colonel Mustard,14
20:50 PM,Living Room,Inspecting wine bottles,Colonel Mustard,14
21:00 PM,Bathroom,Swapping drinks unnoticed,Colonel Mustard,14
21:10 PM,Living Room,Retrieving items from storage,Colonel Mustard,14
21:20 PM,Dining Room,Bringing in the shopping,Colonel Mustard,14
21:30 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,14
21:40 PM,Living Room,Tampering with drinks,Colonel Mustard,14
21:50 PM,Living Room,Inspecting wine bottles,Colonel Mustard,14
22:00 PM,Living Room,Tampering with drinks,Colonel Mustard,14
22:10 PM,Dining Room,Returning to mingle with guests,Colonel Mustard,14
19:00 PM,Study,Reading a novel quietly,Professor Plum,11
19:10 PM,Living Room,Returning to mingle with guests,Professor Plum,11
19:20 PM,Bathroom,Opening letters,Professor Plum,11
19:30 PM,Bathroom,Peeling an orange,Professor Plum,11
19:40 PM,Bathroom,Peeling an orange,Professor Plum,11
19:50 PM,Bathroom,Whittling a stick,Professor Plum,11
20:00 PM,Living Room,Rinsing a glass carefully,Professor Plum,11
20:10 PM,Bathroom,Looking in drawers,Professor Plum,11
20:20 PM,Living Room,Whittling a stick,Professor Plum,11
20:30 PM,Study,Peeling an orange,Professor Plum,11
20:40 PM,Dining Room,Peeling an orange,Professor Plum,11
20:50 PM,Kitchen,Whittling a stick,Professor Plum,11
21:00 PM,Kitchen,Reading a novel quietly,Professor Plum,11
21:10 PM,Dining Room,Peeling an orange,Professor Plum,11
21:20 PM,Living Room,Whittling a stick,Professor Plum,11
21:30 PM,Bathroom,Peeling an orange,Professor Plum,11
21:40 PM,Bathroom,Ripping wippets,Professor Plum,11
21:50 PM,Living Room,Returning to mingle with guests,Professor Plum,11
22:00 PM,Bathroom,Returning to mingle with guests,Professor Plum,11
22:10 PM,Living Room,Whittling a stick,Professor Plum,11
19:00 PM,Living Room,Taking her dog for a walk,Miss Scarlet,17
19:10 PM,Study,Inspecting wine bottles,Miss Scarlet,17
19:20 PM,Dining Room,Taking her dog for a walk,Miss Scarlet,17
19:30 PM,Dining Room,Raising a painting,Miss Scarlet,17
19:40 PM,Living Room,Reorganizing books and materials,Miss Scarlet,17
19:50 PM,Bathroom,Tying decorative knots,Miss Scarlet,17
20:00 PM,Living Room,Reading warning labels,Miss Scarlet,17
20:10 PM,Study,Bragging about their Birkin,Miss Scarlet,17
20:20 PM,Living Room,Tampering with drinks,Miss Scarlet,17
20:30 PM,Study,Looking in drawers,Miss Scarlet,17
20:40 PM,Study,Retrieving items from storage,Miss Scarlet,17
20:50 PM,Study,Observing guests from afar,Miss Scarlet,17
21:00 PM,Living Room,Talking about skeet shooting,Miss Scarlet,17
21:10 PM,Living Room,Inspecting a family heirloom,Miss Scarlet,17
21:20 PM,Dining Room,Bringing in the shopping,Miss Scarlet,17
21:30 PM,Living Room,Raising a painting,Miss Scarlet,17
21:40 PM,Living Room,Raising a painting,Miss Scarlet,17
21:50 PM,Bathroom,Observing guests from afar,Miss Scarlet,17
22:00 PM,Living Room,Ripping wippets,Miss Scarlet,17
22:10 PM,Study,Bringing in the shopping,Miss Scarlet,17
19:00 PM,Study,Raising a painting,Miss Scarlet,6
19:10 PM,Living Room,Reorganizing books and materials,Miss Scarlet,6
19:20 PM,Study,Reorganizing books and materials,Miss Scarlet,6
19:30 PM,Study,Tampering with drinks,Miss Scarlet,6
19:40 PM,Living Room,Opening a safe,Miss Scarlet,6
19:50 PM,Bathroom,Tying decorative knots,Miss Scarlet,6
20:00 PM,Living Room,Raising a painting,Miss Scarlet,6
20:10 PM,Living Room,Reorganizing books and materials,Miss Scarlet,6
20:20 PM,Living Room,Observing guests from afar,Miss Scarlet,6
20:30 PM,Study,Observing guests from afar,Miss Scarlet,6
20:40 PM,Study,Raising a painting,Miss Scarlet,6
20:50 PM,Study,Bringing in the shopping,Miss Scarlet,6
21:00 PM,Study,Observing guests from afar,Miss Scarlet,6
21:10 PM,Dining Room,Tying decorative knots,Miss Scarlet,6
21:20 PM,Living Room,Chatting with guests,Miss Scarlet,6
21:30 PM,Dining Room,Bringing in the shopping,Miss Scarlet,6
21:40 PM,Living Room,Tampering with drinks,Miss Scarlet,6
21:50 PM,Living Room,Inspecting a family heirloom,Miss Scarlet,6
22:00 PM,Bathroom,Tying decorative knots,Miss Scarlet,6
22:10 PM,Living Room,Tying decorative knots,Miss Scarlet,6
19:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,12
19:10 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,12
19:20 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,12
19:30 PM,Kitchen,Raising a painting,Mrs. Peacock,12
19:40 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,12
19:50 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,12
20:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,12
20:10 PM,Kitchen,Reading warning labels,Mrs. Peacock,12
20:20 PM,Pantry,Chatting with guests,Mrs. Peacock,12
20:30 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,12
20:40 PM,Pantry,Chatting with guests,Mrs. Peacock,12
20:50 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,12
21:00 PM,Dining Room,Raising a painting,Mrs. Peacock,12
21:10 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,12
21:20 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,12
21:30 PM,Dining Room,Washing up after handling items,Mrs. Peacock,12
21:40 PM,Study,Bragging about their Birkin,Mrs. Peacock,12
21:50 PM,Study,Retrieving items from storage,Mrs. Peacock,12
22:00 PM,Living Room,Chatting with guests,Mrs. Peacock,12
22:10 PM,Living Room,Bringing in the shopping,Mrs. Peacock,12
19:00 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,6
19:10 PM,Dining Room,Reading warning labels,Mrs. Peacock,6
19:20 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,6
19:30 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,6
19:40 PM,Pantry,Bragging about their Birkin,Mrs. Peacock,6
19:50 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,6
20:00 PM,Dining Room,Tampering with drinks,Mrs. Peacock,6
20:10 PM,Kitchen,Speaking in a high-pitched voice,Mrs. Peacock,6
20:20 PM,Kitchen,Peeling an orange,Mrs. Peacock,6
20:30 PM,Dining Room,Chatting with guests,Mrs. Peacock,6
20:40 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,6
20:50 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,6
21:00 PM,Dining Room,Chatting with guests,Mrs. Peacock,6
21:10 PM,Dining Room,Speaking in a high-pitched voice,Mrs. Peacock,6
21:20 PM,Kitchen,Returning to mingle with guests,Mrs. Peacock,6
21:30 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,6
21:40 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,6
21:50 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,6
22:00 PM,Study,Chatting with guests,Mrs. Peacock,6
22:10 PM,Dining Room,Peeling an orange,Mrs. Peacock,6
19:00 PM,Study,Opening letters,Professor Plum,1
19:10 PM,Dining Room,Whittling a stick,Professor Plum,1
19:20 PM,Dining Room,Opening letters,Professor Plum,1
19:30 PM,Kitchen,Whittling a stick,Professor Plum,1
19:40 PM,Pantry,Opening letters,Professor Plum,1
19:50 PM,Kitchen,Observing guests from afar,Professor Plum,1
20:00 PM,Pantry,Whittling a stick,Professor Plum,1
20:10 PM,Kitchen,Returning to mingle with guests,Professor Plum,1
20:20 PM,Pantry,Whittling a stick,Professor Plum,1
20:30 PM,Kitchen,Talking about skeet shooting,Professor Plum,1
20:40 PM,Pantry,Peeling an orange,Professor Plum,1
20:50 PM,Kitchen,Inflating balloons,Professor Plum,1
21:00 PM,Kitchen,Peeling an orange,Professor Plum,1
21:10 PM,Pantry,Retrieving items from storage,Professor Plum,1
21:20 PM,Pantry,Observing guests from afar,Professor Plum,1
21:30 PM,Kitchen,Whittling a stick,Professor Plum,1
21:40 PM,Dining Room,Whittling a stick,Professor Plum,1
21:50 PM,Kitchen,Reading a novel quietly,Professor Plum,1
22:00 PM,Pantry,Whittling a stick,Professor Plum,1
22:10 PM,Kitchen,Talking about skeet shooting,Professor Plum,1
19:00 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,4
19:10 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,4
19:20 PM,Pantry,Reading warning labels,Mr. Green,4
19:30 PM,Kitchen,Serving drinks and chatting with guests,Mr. Green,4
19:40 PM,Dining Room,Serving drinks and chatting with guests,Mr. Green,4
19:50 PM,Study,Ripping wippets,Mr. Green,4
20:00 PM,Study,Looking in drawers,Mr. Green,4
20:10 PM,Study,Reading warning labels,Mr. Green,4
20:20 PM,Dining Room,Chatting with guests,Mr. Green,4
20:30 PM,Study,Looking in drawers,Mr. Green,4
20:40 PM,Study,Reading warning labels,Mr. Green,4
20:50 PM,Dining Room,Ripping wippets,Mr. Green,4
21:00 PM,Dining Room,Reading warning labels,Mr. Green,4
21:10 PM,Study,Looking in drawers,Mr. Green,4
21:20 PM,Living Room,Looking in drawers,Mr. Green,4
21:30 PM,Bathroom,Speaking in a high-pitched voice,Mr. Green,4
21:40 PM,Bathroom,Inflating balloons,Mr. Green,4
21:50 PM,Bathroom,Polishing household items,Mr. Green,4
22:00 PM,Bathroom,Rinsing a glass carefully,Mr. Green,4
22:10 PM,Living Room,Ripping wippets,Mr. Green,4
19:00 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,18
19:10 PM,Dining Room,Complaining about TSA going through their purse,Colonel Mustard,18
19:20 PM,Dining Room,Tampering with drinks,Colonel Mustard,18
19:30 PM,Dining Room,Tampering with drinks,Colonel Mustard,18
19:40 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,18
19:50 PM,Living Room,Complaining about TSA going through their purse,Colonel Mustard,18
20:00 PM,Dining Room,Tampering with drinks,Colonel Mustard,18
20:10 PM,Living Room,Inspecting wine bottles,Colonel Mustard,18
20:20 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,18
20:30 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,18
20:40 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,18
20:50 PM,Dining Room,Tampering with drinks,Colonel Mustard,18
21:00 PM,Living Room,Tampering with drinks,Colonel Mustard,18
21:10 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,18
21:20 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,18
21:30 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,18
21:40 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,18
21:50 PM,Study,Inspecting wine bottles,Colonel Mustard,18
22:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,18
22:10 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,18
19:00 PM,Pantry,Looking in drawers,Mr. Green,13
19:10 PM,Kitchen,Chatting with guests,Mr. Green,13
19:20 PM,Kitchen,Ripping wippets,Mr. Green,13
19:30 PM,Pantry,Opening letters,Mr. Green,13
19:40 PM,Pantry,Looking in drawers,Mr. Green,13
19:50 PM,Pantry,Complaining about TSA going through their purse,Mr. Green,13
20:00 PM,Pantry,Bragging about their Birkin,Mr. Green,13
20:10 PM,Kitchen,Ripping wippets,Mr. Green,13
20:20 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,13
20:30 PM,Study,Bringing in the shopping,Mr. Green,13
20:40 PM,Study,Reading warning labels,Mr. Green,13
20:50 PM,Living Room,Reading warning labels,Mr. Green,13
21:00 PM,Bathroom,Ripping wippets,Mr. Green,13
21:10 PM,Living Room,Swapping drinks unnoticed,Mr. Green,13
21:20 PM,Study,Ripping wippets,Mr. Green,13
21:30 PM,Dining Room,Reading warning labels,Mr. Green,13
21:40 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,13
21:50 PM,Kitchen,Observing guests from afar,Mr. Green,13
22:00 PM,Dining Room,Reading warning labels,Mr. Green,13
22:10 PM,Kitchen,Bragging about their Birkin,Mr. Green,13
19:00 PM,Kitchen,Inspecting wine bottles,Mrs. White,2
19:10 PM,Kitchen,Polishing household items,Mrs. White,2
19:20 PM,Dining Room,Polishing household items,Mrs. White,2
19:30 PM,Study,Inspecting a family heirloom,Mrs. White,2
19:40 PM,Dining Room,Opening a safe,Mrs. White,2
19:50 PM,Kitchen,Opening a safe,Mrs. White,2
20:00 PM,Kitchen,Inspecting a family heirloom,Mrs. White,2
20:10 PM,Dining Room,Inspecting a family heirloom,Mrs. White,2
20:20 PM,Dining Room,Whittling a stick,Mrs. White,2
20:30 PM,Study,Speaking in a high-pitched voice,Mrs. White,2
20:40 PM,Dining Room,Polishing household items,Mrs. White,2
20:50 PM,Living Room,Inspecting a family heirloom,Mrs. White,2
21:00 PM,Living Room,Reading a novel quietly,Mrs. White,2
21:10 PM,Living Room,Polishing household items,Mrs. White,2
21:20 PM,Living Room,Talking about skeet shooting,Mrs. White,2
21:30 PM,Living Room,Polishing household items,Mrs. White,2
21:40 PM,Living Room,Washing up after handling items,Mrs. White,2
21:50 PM,Bathroom,Opening a safe,Mrs. White,2
22:00 PM,Living Room,Opening a safe,Mrs. White,2
22:10 PM,Dining Room,Looking in drawers,Mrs. White,2
19:00 PM,Living Room,Polishing household items,Mrs. White,13
19:10 PM,Dining Room,Washing up after handling items,Mrs. White,13
19:20 PM,Kitchen,Inspecting a family heirloom,Mrs. White,13
19:30 PM,Dining Room,Serving drinks and chatting with guests,Mrs. White,13
19:40 PM,Living Room,Opening a safe,Mrs. White,13
19:50 PM,Living Room,Opening a safe,Mrs. White,13
20:00 PM,Bathroom,Rinsing a glass carefully,Mrs. White,13
20:10 PM,Living Room,Opening a safe,Mrs. White,13
20:20 PM,Study,Talking about skeet shooting,Mrs. White,13
20:30 PM,Dining Room,Opening a safe,Mrs. White,13
20:40 PM,Kitchen,Speaking in a high-pitched voice,Mrs. White,13
20:50 PM,Kitchen,Rinsing a glass carefully,Mrs. White,13
21:00 PM,Dining Room,Raising a painting,Mrs. White,13
21:10 PM,Living Room,Talking about skeet shooting,Mrs. White,13
21:20 PM,Living Room,Washing up after handling items,Mrs. White,13
21:30 PM,Dining Room,Opening a safe,Mrs. White,13
21:40 PM,Kitchen,Washing up after handling items,Mrs. White,13
21:50 PM,Pantry,Talking about skeet shooting,Mrs. White,13
22:00 PM,Kitchen,Washing up after handling items,Mrs. White,13
22:10 PM,Dining Room,Reorganizing books and materials,Mrs. White,13
19:00 PM,Living Room,Tampering with drinks,Colonel Mustard,9
19:10 PM,Living Room,Tampering with drinks,Colonel Mustard,9
19:20 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,9
19:30 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,9
19:40 PM,Study,Rinsing a glass carefully,Colonel Mustard,9
19:50 PM,Study,Tampering with drinks,Colonel Mustard,9
20:00 PM,Living Room,Tampering with drinks,Colonel Mustard,9
20:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,9
20:20 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,9
20:30 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,9
20:40 PM,Dining Room,Tampering with drinks,Colonel Mustard,9
20:50 PM,Living Room,Tampering with drinks,Colonel Mustard,9
21:00 PM,Dining Room,Tampering with drinks,Colonel Mustard,9
21:10 PM,Kitchen,Rinsing a glass carefully,Colonel Mustard,9
21:20 PM,Dining Room,Tampering with drinks,Colonel Mustard,9
21:30 PM,Study,Rinsing a glass carefully,Colonel Mustard,9
21:40 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,9
21:50 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,9
22:00 PM,Living Room,Tampering with drinks,Colonel Mustard,9
22:10 PM,Living Room,Opening letters,Colonel Mustard,9
19:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,5
19:10 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,5
19:20 PM,Dining Room,Whittling a stick,Mrs. Peacock,5
19:30 PM,Kitchen,Polishing household items,Mrs. Peacock,5
19:40 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,5
19:50 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,5
20:00 PM,Living Room,Bragging about their Birkin,Mrs. Peacock,5
20:10 PM,Bathroom,Bringing in the shopping,Mrs. Peacock,5
20:20 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,5
20:30 PM,Dining Room,Ripping wippets,Mrs. Peacock,5
20:40 PM,Dining Room,Opening letters,Mrs. Peacock,5
20:50 PM,Dining Room,Looking in drawers,Mrs. Peacock,5
21:00 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,5
21:10 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,5
21:20 PM,Pantry,Bragging about their Birkin,Mrs. Peacock,5
21:30 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,5
21:40 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,5
21:50 PM,Kitchen,Chatting with guests,Mrs. Peacock,5
22:00 PM,Dining Room,Returning to mingle with guests,Mrs. Peacock,5
22:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,5
19:00 PM,Kitchen,Opening letters,Mr. Green,7
19:10 PM,Pantry,Inflating balloons,Mr. Green,7
19:20 PM,Pantry,Inflating balloons,Mr. Green,7
19:30 PM,Kitchen,Looking in drawers,Mr. Green,7
19:40 PM,Kitchen,Reading warning labels,Mr. Green,7
19:50 PM,Dining Room,Looking in drawers,Mr. Green,7
20:00 PM,Kitchen,Inflating balloons,Mr. Green,7
20:10 PM,Kitchen,Looking in drawers,Mr. Green,7
20:20 PM,Dining Room,Reading warning labels,Mr. Green,7
20:30 PM,Dining Room,Inflating balloons,Mr. Green,7
20:40 PM,Dining Room,Reading warning labels,Mr. Green,7
20:50 PM,Dining Room,Reading a novel quietly,Mr. Green,7
21:00 PM,Study,Ripping wippets,Mr. Green,7
21:10 PM,Study,Reading warning labels,Mr. Green,7
21:20 PM,Dining Room,Inflating balloons,Mr. Green,7
21:30 PM,Study,Complaining about TSA going through their purse,Mr. Green,7
21:40 PM,Living Room,Looking in drawers,Mr. Green,7
21:50 PM,Bathroom,Talking about skeet shooting,Mr. Green,7
22:00 PM,Living Room,Speaking in a high-pitched voice,Mr. Green,7
22:10 PM,Bathroom,Looking in drawers,Mr. Green,7
19:00 PM,Study,Returning to mingle with guests,Professor Plum,2
19:10 PM,Living Room,Reading a novel quietly,Professor Plum,2
19:20 PM,Dining Room,Returning to mingle with guests,Professor Plum,2
19:30 PM,Study,Peeling an orange,Professor Plum,2
19:40 PM,Study,Tying decorative knots,Professor Plum,2
19:50 PM,Study,Returning to mingle with guests,Professor Plum,2
20:00 PM,Study,Inspecting wine bottles,Professor Plum,2
20:10 PM,Dining Room,Peeling an orange,Professor Plum,2
20:20 PM,Study,Retrieving items from storage,Professor Plum,2
20:30 PM,Dining Room,Whittling a stick,Professor Plum,2
20:40 PM,Dining Room,Opening letters,Professor Plum,2
20:50 PM,Kitchen,Returning to mingle with guests,Professor Plum,2
21:00 PM,Dining Room,Whittling a stick,Professor Plum,2
21:10 PM,Living Room,Whittling a stick,Professor Plum,2
21:20 PM,Bathroom,Whittling a stick,Professor Plum,2
21:30 PM,Living Room,Rinsing a glass carefully,Professor Plum,2
21:40 PM,Bathroom,Opening letters,Professor Plum,2
21:50 PM,Bathroom,Tampering with drinks,Professor Plum,2
22:00 PM,Bathroom,Swapping drinks unnoticed,Professor Plum,2
22:10 PM,Living Room,Peeling an orange,Professor Plum,2
19:00 PM,Living Room,Raising a painting,Miss Scarlet,18
19:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,18
19:20 PM,Study,Raising a painting,Miss Scarlet,18
19:30 PM,Dining Room,Taking her dog for a walk,Miss Scarlet,18
19:40 PM,Living Room,Reorganizing books and materials,Miss Scarlet,18
19:50 PM,Living Room,Washing up after handling items,Miss Scarlet,18
20:00 PM,Living Room,Reorganizing books and materials,Miss Scarlet,18
20:10 PM,Bathroom,Speaking in a high-pitched voice,Miss Scarlet,18
20:20 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,18
20:30 PM,Living Room,Observing guests from afar,Miss Scarlet,18
20:40 PM,Study,Raising a painting,Miss Scarlet,18
20:50 PM,Study,Tying decorative knots,Miss Scarlet,18
21:00 PM,Living Room,Reorganizing books and materials,Miss Scarlet,18
21:10 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,18
21:20 PM,Living Room,Inflating balloons,Miss Scarlet,18
21:30 PM,Living Room,Tying decorative knots,Miss Scarlet,18
21:40 PM,Study,Tampering with drinks,Miss Scarlet,18
21:50 PM,Study,Taking her dog for a walk,Miss Scarlet,18
22:00 PM,Study,Ripping wippets,Miss Scarlet,18
22:10 PM,Study,Observing guests from afar,Miss Scarlet,18
19:00 PM,Study,Raising a painting,Miss Scarlet,9
19:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,9
19:20 PM,Dining Room,Polishing household items,Miss Scarlet,9
19:30 PM,Living Room,Tying decorative knots,Miss Scarlet,9
19:40 PM,Living Room,Swapping drinks unnoticed,Miss Scarlet,9
19:50 PM,Study,Taking her dog for a walk,Miss Scarlet,9
